0,Cornstarch,100 g,381,0.1 g,91.27 g,0.9 g,0 g,0 g,0 g,0.05 g,0.09 g,0 mg,8.32 g
324,"Burdock root, raw",100 g,72,0.2 g,17.34 g,3.3 g,2.90 g,0 g,0 g,0.15 g,0.89 g,0 mg,80.09 g
325,"Butterbur, canned",100 g,3,0.1 g,0.38 g,0 g,0 g,0 g,0 g,0.13 g,1.46 g,0 mg,97.92 g
326,"Ostrich, raw, fan",100 g,117,2.7 g,0.00 g,0 g,0 g,0 g,0 g,2.65 g,0.61 g,0 mg,75.93 g
327,"SILK Nog, soymilk",100 g,74,1.6 g,12.30 g,0 g,9.84 g,0 g,0 g,1.64 g,0.65 g,0 mg,82.96 g
328,"Gravy, dry, brown",100 g,367,9.6 g,59.38 g,2.0 g,0 g,0 g,0 g,9.61 g,15.27 g,0 mg,5.00 g
329,"Cheese, provolone",100 g,351,27 g,2.14 g,0 g,0.56 g,0 g,0 g,26.62 g,4.71 g,0 mg,40.95 g
330,"Cheese, roquefort",100 g,369,31 g,2.00 g,0 g,0 g,0 g,0 g,30.64 g,6.44 g,0 mg,39.38 g
331,"Muffins, oat bran",100 g,270,7.4 g,48.30 g,4.6 g,8.22 g,0 g,0 g,7.40 g,2.30 g,0 mg,35.00 g
332,"Syrups, grenadine",100 g,268,0 g,66.91 g,0 g,46.55 g,0 g,0 g,0.00 g,0.69 g,0 mg,32.40 g
333,"Raisins, seedless",100 g,299,0.5 g,79.18 g,3.7 g,59.19 g,27.75 g,0  g,0.46 g,1.85 g,0 mg,15.43 g
334,"Strawberries, raw",100 g,32,0.3 g,7.68 g,2.0 g,4.89 g,1.99 g,0  g,0.30 g,0.40 g,0 mg,90.95 g
335,"Fish, raw, burbot",100 g,90,0.8 g,0.00 g,0 g,0 g,0 g,0 g,0.81 g,1.16 g,0 mg,79.26 g
336,"Wheat germ, crude",100 g,360,9.7 g,51.80 g,13.2 g,0 g,0 g,0 g,9.72 g,4.21 g,0 mg,11.12 g
337,"Wheat, hard white",100 g,342,1.7 g,75.90 g,12.2 g,0.41 g,0 g,0 g,1.71 g,1.52 g,0 mg,9.57 g
338,"Wheat bran, crude",100 g,216,4.3 g,64.51 g,42.8 g,0.41 g,0 g,0 g,4.25 g,5.79 g,0 mg,9.89 g
339,"Gooseberries, raw",100 g,44,0.6 g,10.18 g,4.3 g,0 g,0 g,0 g,0.58 g,0.49 g,0 mg,87.87 g
340,"Spices, dill seed",100 g,305,15 g,55.17 g,21.1 g,0 g,0 g,0 g,14.54 g,6.62 g,0 mg,7.70 g
341,"Oil, cocoa butter",100 g,884,100 g,0.00 g,0 g,0 g,0 g,0 g,100.00 g,0.00 g,0 mg,0.00 g
342,"APPLEBEE'S, chili",100 g,157,9.8 g,4.57 g,1.4 g,2.27 g,1.07 g,0  g,9.79 g,1.76 g,0 mg,71.31 g
343,"Grape leaves, raw",100 g,93,2.1 g,17.31 g,11.0 g,6.30 g,0 g,0 g,2.12 g,1.65 g,0 mg,73.32 g
344,"Kale, raw, scotch",100 g,42,0.6 g,8.32 g,1.7 g,0 g,0 g,0 g,0.60 g,1.28 g,0 mg,87.00 g
345,"Marmalade, orange",100 g,246,0 g,66.30 g,0.7 g,60 g,0 g,0 g,0.00 g,0.20 g,0 mg,33.20 g
346,"Whey, dried, acid",100 g,339,0.5 g,73.45 g,0 g,73.45 g,0 g,0 g,0.54 g,10.77 g,0 mg,3.51 g
347,"Whey, fluid, acid",100 g,24,0.1 g,5.12 g,0 g,5.12 g,0 g,0 g,0.09 g,0.61 g,0 mg,93.42 g
348,"Eggplant, pickled",100 g,49,0.7 g,9.77 g,2.5 g,4.80 g,0 g,0 g,0.70 g,1.73 g,0 mg,86.90 g
349,"Babyfood, cookies",100 g,433,13 g,67.10 g,0.2 g,24.20 g,0 g,0 g,13.20 g,2.00 g,0 mg,5.90 g
350,"Fennel, raw, bulb",100 g,31,0.2 g,7.30 g,3.1 g,3.93 g,0 g,0 g,0.20 g,1.05 g,0 mg,90.21 g
351,"Egg, dried, whole",100 g,592,44 g,1.13 g,0 g,0.56 g,0.56 g,0  g,43.90 g,4.13 g,0 mg,2.78 g
352,"Coffeecake, fruit",100 g,311,10 g,51.50 g,2.5 g,0 g,0 g,0 g,10.20 g,1.20 g,0 mg,31.70 g
353,"Candies, caramels",100 g,382,8.1 g,77.00 g,0 g,65.50 g,0 g,0 g,8.10 g,1.80 g,0 mg,8.50 g
354,"Sour cream, light",100 g,136,11 g,7.10 g,0 g,0.22 g,0 g,0 g,10.60 g,0.70 g,0 mg,78.10 g
355,"Egg, dried, white",100 g,382,0 g,7.80 g,0 g,5.40 g,0 g,0 g,0.00 g,5.30 g,0 mg,5.80 g
356,"Wild rice, cooked",100 g,101,0.3 g,21.34 g,1.8 g,0.73 g,0.20 g,0 g,0.34 g,0.40 g,0 mg,73.93 g
357,"Chicken, meatless",100 g,224,13 g,3.64 g,3.6 g,0 g,0 g,0 g,12.73 g,1.15 g,0 mg,58.84 g
358,"Corn grain, white",100 g,365,4.7 g,74.26 g,0 g,0 g,0 g,0 g,4.74 g,1.20 g,0 mg,10.37 g
359,"Veal, raw, ground",100 g,197,13 g,0.00 g,0 g,0 g,0 g,0 g,13.06 g,0.93 g,0 mg,66.16 g
360,"Wheat, soft white",100 g,340,2 g,75.36 g,12.7 g,0.41 g,0 g,0 g,1.99 g,1.54 g,0 mg,10.42 g
361,"Elderberries, raw",100 g,73,0.5 g,18.40 g,7.0 g,0 g,0 g,0 g,0.50 g,0.64 g,0 mg,79.80 g
362,"Nuts, raw, acorns",100 g,387,24 g,40.75 g,0 g,0 g,0 g,0 g,23.86 g,1.35 g,0 mg,27.90 g
363,"Orange juice, raw",100 g,45,0.2 g,10.40 g,0.2 g,8.40 g,0 g,0 g,0.20 g,0.40 g,0 mg,88.30 g
364,"POPEYES, Coleslaw",100 g,161,11 g,14.12 g,1.7 g,10.83 g,1.65 g,0  g,11.18 g,0.87 g,0 mg,72.84 g
365,"Cabbage, raw, red",100 g,31,0.2 g,7.37 g,2.1 g,3.83 g,1.74 g,0  g,0.16 g,0.64 g,0 mg,90.39 g
366,"Blackberries, raw",100 g,43,0.5 g,9.61 g,5.3 g,4.88 g,2.31 g,0  g,0.49 g,0.37 g,0 mg,88.15 g
367,"Wasabi, raw, root",100 g,109,0.6 g,23.54 g,7.8 g,0 g,0 g,0 g,0.63 g,1.92 g,0 mg,69.11 g
368,"Cheese, limburger",100 g,327,27 g,0.49 g,0 g,0.49 g,0 g,0 g,27.25 g,3.79 g,0 mg,48.42 g
369,"Raspberries, raw",100 g,52,0.7 g,11.94 g,6.5 g,4.42 g,1.86 g,0  g,0.65 g,0.46 g,0 mg,85.75 g
370,"Corn bran, crude",100 g,224,0.9 g,85.64 g,79.0 g,0 g,0 g,0 g,0.92 g,0.36 g,0 mg,4.71 g
371,"Bread, rice bran",100 g,243,4.6 g,43.50 g,4.9 g,4.67 g,0 g,0 g,4.60 g,2.00 g,0 mg,41.00 g
372,"Taro shoots, raw",100 g,11,0.1 g,2.32 g,0 g,0 g,0 g,0 g,0.09 g,0.85 g,0 mg,95.82 g
373,"Sugars, powdered",100 g,389,0 g,99.77 g,0 g,97.81 g,0.00 g,0  g,0.00 g,0.01 g,0 mg,0.23 g
374,"Emu, raw, ground",100 g,134,4 g,0.00 g,0 g,0 g,0 g,0 g,4.03 g,1.00 g,0 mg,72.87 g
375,"Spices, paprika",100 g,282,13 g,53.99 g,34.9 g,10.34 g,2.63 g,0  g,12.89 g,7.74 g,0 mg,11.24 g
376,"Nectarines, raw",100 g,44,0.3 g,10.55 g,1.7 g,7.89 g,1.57 g,0  g,0.32 g,0.48 g,0 mg,87.59 g
377,"Mulberries, raw",100 g,43,0.4 g,9.80 g,1.7 g,8.10 g,0 g,0 g,0.39 g,0.69 g,0 mg,87.68 g
378,"Lotus root, raw",100 g,74,0.1 g,17.23 g,4.9 g,0 g,0 g,0 g,0.10 g,0.97 g,0 mg,79.10 g
379,"Sauce, barbecue",100 g,172,0.6 g,40.77 g,0.9 g,33.24 g,16.39 g,0  g,0.63 g,3.07 g,0 mg,54.71 g
380,"Fish, raw, spot",100 g,123,4.9 g,0.00 g,0 g,0 g,0 g,0 g,4.90 g,1.06 g,0 mg,75.95 g
381,"Crabapples, raw",100 g,76,0.3 g,19.95 g,0 g,0 g,0 g,0 g,0.30 g,0.42 g,0 mg,78.94 g
382,"Breadfruit, raw",100 g,103,0.2 g,27.12 g,4.9 g,11.00 g,0 g,0 g,0.23 g,0.93 g,0 mg,70.65 g
383,Arrowroot flour,100 g,357,0.1 g,88.15 g,3.4 g,0 g,0 g,0 g,0.10 g,0.08 g,0 mg,11.37 g
384,"Pimento, canned",100 g,23,0.3 g,5.10 g,1.9 g,2.71 g,0 g,0 g,0.30 g,0.40 g,0 mg,93.10 g
385,"Tomatillos, raw",100 g,32,1 g,5.84 g,1.9 g,3.93 g,0 g,0 g,1.02 g,0.55 g,0 mg,91.63 g
386,"Raisins, seeded",100 g,296,0.5 g,78.47 g,6.8 g,0 g,0 g,0 g,0.54 g,1.89 g,0 mg,16.57 g
387,"Bologna, turkey",100 g,209,16 g,4.68 g,0.5 g,2.90 g,0 g,0 g,16.05 g,3.30 g,0 mg,64.55 g
388,Vanilla extract,100 g,288,0.1 g,12.65 g,0 g,12.65 g,0 g,0 g,0.06 g,0.26 g,0 mg,52.58 g
389,"Fish, raw, carp",100 g,127,5.6 g,0.00 g,0 g,0 g,0 g,0 g,5.60 g,1.46 g,0 mg,76.31 g
390,"Wheat, sprouted",100 g,198,1.3 g,42.53 g,1.1 g,0 g,0 g,0 g,1.27 g,0.96 g,0 mg,47.75 g
391,"Fish, raw, cusk",100 g,87,0.7 g,0.00 g,0 g,0 g,0 g,0 g,0.69 g,1.25 g,0 mg,76.35 g
392,"Watercress, raw",100 g,11,0.1 g,1.29 g,0.5 g,0.20 g,0 g,0 g,0.10 g,1.20 g,0 mg,95.11 g
393,"Fish, raw, ling",100 g,87,0.6 g,0.00 g,0 g,0 g,0 g,0 g,0.64 g,1.40 g,0 mg,79.63 g
394,"Bread, cinnamon",100 g,253,5.3 g,44.38 g,3.5 g,14.11 g,0 g,0 g,5.29 g,1.34 g,0 mg,41.93 g
395,"Spices, saffron",100 g,310,5.9 g,65.37 g,3.9 g,0 g,0 g,0 g,5.85 g,5.45 g,0 mg,11.90 g
396,"Lime juice, raw",100 g,25,0.1 g,8.42 g,0.4 g,1.69 g,0.60 g,0  g,0.07 g,0.31 g,0 mg,90.79 g
397,"Spelt, uncooked",100 g,338,2.4 g,70.19 g,10.7 g,6.82 g,0.84 g,0  g,2.43 g,1.78 g,0 mg,11.02 g
398,"Cabbage, kimchi",100 g,15,0.5 g,2.40 g,1.6 g,1.06 g,0 g,0 g,0.50 g,1.70 g,0 mg,94.30 g
399,"Seeds, flaxseed",100 g,534,42 g,28.88 g,27.3 g,1.55 g,0.40 g,0  g,42.16 g,3.72 g,0 mg,6.96 g
400,"Parsnips, raw",100 g,75,0.3 g,17.99 g,4.9 g,4.80 g,0 g,0 g,0.30 g,0.98 g,0 mg,79.53 g
401,"Sugars, maple",100 g,354,0.2 g,90.90 g,0 g,84.87 g,0 g,0 g,0.20 g,0.80 g,0 mg,8.00 g
402,"Collards, raw",100 g,32,0.6 g,5.42 g,4.0 g,0.46 g,0 g,0 g,0.61 g,1.32 g,0 mg,89.62 g
403,Rice crackers,100 g,416,5 g,82.64 g,0 g,0 g,0 g,0 g,5.00 g,2.24 g,0 mg,0.11 g
404,"Cheese, colby",100 g,394,32 g,2.57 g,0 g,0.52 g,0 g,0 g,32.11 g,3.36 g,0 mg,38.20 g
405,"Cheese, cream",100 g,350,34 g,5.52 g,0 g,3.76 g,0.00 g,3.76 g,34.44 g,1.27 g,0 mg,52.62 g
406,"Bologna, pork",100 g,247,20 g,0.73 g,0 g,0 g,0 g,0 g,19.87 g,3.50 g,0 mg,60.60 g
407,"Celeriac, raw",100 g,42,0.3 g,9.20 g,1.8 g,1.60 g,0 g,0 g,0.30 g,1.00 g,0 mg,88.00 g
408,"Kumquats, raw",100 g,71,0.9 g,15.90 g,6.5 g,9.36 g,0 g,0 g,0.86 g,0.52 g,0 mg,80.85 g
409,"Oat bran, raw",100 g,246,7 g,66.22 g,15.4 g,1.45 g,0 g,0 g,7.03 g,2.89 g,0 mg,6.55 g
410,"Spelt, cooked",100 g,127,0.9 g,26.44 g,3.9 g,0 g,0 g,0 g,0.85 g,0.65 g,0 mg,66.56 g
411,"Bread, cheese",100 g,408,21 g,44.83 g,2.1 g,2.08 g,0 g,0 g,20.83 g,2.79 g,0 mg,21.13 g
412,"Bread, potato",100 g,266,3.1 g,47.07 g,6.3 g,9.38 g,0 g,0 g,3.13 g,3.76 g,0 mg,33.55 g
413,"Kohlrabi, raw",100 g,27,0.1 g,6.20 g,3.6 g,2.60 g,0 g,0 g,0.10 g,1.00 g,0 mg,91.00 g
414,"Cheese, swiss",100 g,393,31 g,1.44 g,0 g,0 g,0.00 g,0  g,30.99 g,2.97 g,0 mg,37.63 g
415,"Cheese, gouda",100 g,356,27 g,2.22 g,0 g,2.22 g,0 g,0 g,27.44 g,3.94 g,0 mg,41.46 g
416,Tomato powder,100 g,302,0.4 g,74.68 g,16.5 g,43.90 g,0 g,0 g,0.44 g,8.91 g,0 mg,3.06 g
417,"Cheese, blue",100 g,353,29 g,2.34 g,0 g,0.50 g,0 g,0 g,28.74 g,5.11 g,0 mg,42.41 g
418,"Cheese, brie",100 g,334,28 g,0.45 g,0 g,0.45 g,0 g,0 g,27.68 g,2.70 g,0 mg,48.42 g
419,"Celtuce, raw",100 g,18,0.3 g,3.65 g,1.7 g,0 g,0 g,0 g,0.30 g,0.70 g,0 mg,94.50 g
420,"Thyme, fresh",100 g,101,1.7 g,24.45 g,14.0 g,0 g,0 g,0 g,1.68 g,3.20 g,0 mg,65.11 g
421,"Basil, fresh",100 g,23,0.6 g,2.65 g,1.6 g,0.30 g,0.02 g,0  g,0.64 g,1.49 g,0 mg,92.06 g
422,"Rhubarb, raw",100 g,21,0.2 g,4.54 g,1.8 g,1.10 g,0 g,0 g,0.20 g,0.76 g,0 mg,93.61 g
423,"Nopales, raw",100 g,16,0.1 g,3.33 g,2.2 g,1.15 g,0 g,0 g,0.09 g,1.14 g,0 mg,94.12 g
424,"Syrups, malt",100 g,318,0 g,71.30 g,0 g,71.30 g,0 g,0 g,0.00 g,1.30 g,0 mg,21.10 g
425,"Oil, teaseed",100 g,884,100 g,0.00 g,0 g,0 g,0 g,0 g,100.00 g,0.00 g,0 mg,0.00 g
426,"Oil, sheanut",100 g,884,100 g,0.00 g,0 g,0 g,0 g,0 g,100.00 g,0.00 g,0 mg,0.00 g
427,"Oil, babassu",100 g,884,100 g,0.00 g,0 g,0 g,0 g,0 g,100.00 g,0.00 g,0 mg,0.00 g
428,"Longans, raw",100 g,60,0.1 g,15.14 g,1.1 g,0 g,0 g,0 g,0.10 g,0.70 g,0 mg,82.75 g
429,"Loquats, raw",100 g,47,0.2 g,12.14 g,1.7 g,0 g,0 g,0 g,0.20 g,0.50 g,0 mg,86.73 g
430,"Epazote, raw",100 g,32,0.5 g,7.44 g,3.8 g,0 g,0 g,0 g,0.52 g,2.50 g,0 mg,89.21 g
431,"Pumpkin, raw",100 g,26,0.1 g,6.50 g,0.5 g,2.76 g,0 g,0 g,0.10 g,0.80 g,0 mg,91.60 g
432,"Carrots, raw",100 g,41,0.2 g,9.58 g,2.8 g,4.74 g,0.59 g,0  g,0.24 g,0.97 g,0 mg,88.29 g
433,"Fish, surimi",100 g,99,0.9 g,6.85 g,0 g,0 g,0 g,0 g,0.90 g,0.72 g,0 mg,76.34 g
434,"Cabbage, raw",100 g,25,0.1 g,5.80 g,2.5 g,3.20 g,1.67 g,0  g,0.10 g,0.64 g,0 mg,92.18 g
435,"Cardoon, raw",100 g,17,0.1 g,4.07 g,1.6 g,0 g,0 g,0 g,0.10 g,1.13 g,0 mg,94.00 g
436,"Abiyuch, raw",100 g,69,0.1 g,17.60 g,5.3 g,8.55 g,4.50 g,0  g,0.10 g,0.90 g,0 mg,79.90 g
437,"Bread, wheat",100 g,267,3.2 g,48.68 g,4.0 g,5.91 g,1.78 g,0  g,3.24 g,2.16 g,0 mg,35.20 g
438,"Cheese, edam",100 g,357,28 g,1.43 g,0 g,1.43 g,0 g,0 g,27.80 g,4.22 g,0 mg,41.56 g
439,"Cheese, feta",100 g,264,21 g,4.09 g,0 g,4.09 g,0 g,0 g,21.28 g,5.20 g,0 mg,55.22 g
440,"Pummelo, raw",100 g,38,0 g,9.62 g,1.0 g,0 g,0 g,0 g,0.04 g,0.48 g,0 mg,89.10 g
441,"Quinces, raw",100 g,57,0.1 g,15.30 g,1.9 g,0 g,0 g,0 g,0.10 g,0.40 g,0 mg,83.80 g
442,Cracker meal,100 g,383,1.7 g,80.90 g,2.6 g,0.33 g,0 g,0 g,1.70 g,0.60 g,0 mg,7.60 g
443,"Roselle, raw",100 g,49,0.6 g,11.31 g,0 g,0 g,0 g,0 g,0.64 g,0.51 g,0 mg,86.58 g
444,"Soursop, raw",100 g,66,0.3 g,16.84 g,3.3 g,13.54 g,0 g,0 g,0.30 g,0.70 g,0 mg,81.16 g
445,"Oil, coconut",100 g,892,99 g,0.00 g,0 g,0 g,0 g,0 g,99.06 g,0.03 g,0 mg,0.03 g
446,"Wheat, durum",100 g,339,2.5 g,71.13 g,0 g,0 g,0 g,0 g,2.47 g,1.78 g,0 mg,10.94 g
447,"KFC, biscuit",100 g,358,17 g,43.55 g,2.0 g,4.04 g,0.00 g,1.67 g,17.05 g,3.50 g,0 mg,28.40 g
448,Millet flour,100 g,382,4.3 g,75.12 g,3.5 g,1.66 g,1.26 g,0  g,4.25 g,1.21 g,0 mg,8.67 g
449,"Arugula, raw",100 g,25,0.7 g,3.65 g,1.6 g,2.05 g,0 g,0 g,0.66 g,1.40 g,0 mg,91.71 g
450,Potato flour,100 g,357,0.3 g,83.10 g,5.9 g,3.52 g,0 g,0 g,0.34 g,3.14 g,0 mg,6.52 g
451,"Litchis, raw",100 g,66,0.4 g,16.53 g,1.3 g,15.23 g,0 g,0 g,0.44 g,0.44 g,0 mg,81.76 g
452,"Teff, cooked",100 g,101,0.7 g,19.86 g,2.8 g,0 g,0 g,0 g,0.65 g,0.69 g,0 mg,74.93 g
453,"Spinach, raw",100 g,23,0.4 g,3.63 g,2.2 g,0.42 g,0.11 g,0  g,0.39 g,1.72 g,0 mg,91.40 g
454,"Oil, mustard",100 g,884,100 g,0.00 g,0 g,0 g,0 g,0 g,100.00 g,0.00 g,0 mg,0.00 g
455,"Oil, avocado",100 g,884,100 g,0.00 g,0 g,0 g,0 g,0 g,100.00 g,0.00 g,0 mg,0.00 g
456,Phyllo dough,100 g,299,6 g,52.60 g,1.9 g,0.18 g,0 g,0 g,6.00 g,1.60 g,0 mg,32.60 g
457,"Lentils, raw",100 g,352,1.1 g,63.35 g,10.7 g,2.03 g,0.00 g,0  g,1.06 g,2.71 g,0 mg,8.26 g
458,"Fat, chicken",100 g,900,100 g,0.00 g,0 g,0 g,0 g,0 g,99.80 g,0.00 g,0 mg,0.20 g
459,"Cassava, raw",100 g,160,0.3 g,38.06 g,1.8 g,1.70 g,0 g,0 g,0.28 g,0.62 g,0 mg,59.68 g
460,"Turnips, raw",100 g,28,0.1 g,6.43 g,1.8 g,3.80 g,0 g,0 g,0.10 g,0.70 g,0 mg,91.87 g
461,"Bananas, raw",100 g,89,0.3 g,22.84 g,2.6 g,12.23 g,4.98 g,0  g,0.33 g,0.82 g,0 mg,74.91 g
462,"Papayas, raw",100 g,43,0.3 g,10.82 g,1.7 g,7.82 g,4.09 g,0  g,0.26 g,0.39 g,0 mg,88.06 g
463,Fruit syrup,100 g,341,0 g,85.13 g,0.1 g,53.00 g,0 g,0 g,0.00 g,0.13 g,0 mg,14.74 g
464,"Chives, raw",100 g,30,0.7 g,4.35 g,2.5 g,1.85 g,0 g,0 g,0.73 g,1.00 g,0 mg,90.65 g
465,Carob flour,100 g,222,0.7 g,88.88 g,39.8 g,49.08 g,0 g,0 g,0.65 g,2.27 g,0 mg,3.58 g
466,Prune puree,100 g,257,0.2 g,65.10 g,3.3 g,39.00 g,22.27 g,0 g,0.20 g,2.60 g,0 mg,30.00 g
467,"Salt, table",100 g,0,0 g,0.00 g,0 g,0 g,0 g,0 g,0.00 g,99.80 g,0 mg,0.20 g
468,Chewing gum,100 g,360,0.3 g,96.70 g,2.4 g,66.08 g,0 g,0 g,0.30 g,0.40 g,0 mg,2.60 g
469,"Fat, turkey",100 g,900,100 g,0.00 g,0 g,0 g,0 g,0 g,99.80 g,0.00 g,0 mg,0.20 g
470,"Tofu, fried",100 g,270,20 g,8.86 g,3.9 g,2.72 g,0 g,0 g,20.18 g,1.62 g,0 mg,50.52 g
471,"Borage, raw",100 g,21,0.7 g,3.06 g,0 g,0 g,0 g,0 g,0.70 g,1.44 g,0 mg,93.00 g
472,"Mangos, raw",100 g,60,0.4 g,14.98 g,1.6 g,13.66 g,2.01 g,0  g,0.38 g,0.36 g,0 mg,83.46 g
473,"Garlic, raw",100 g,149,0.5 g,33.06 g,2.1 g,1.00 g,0 g,0 g,0.50 g,1.50 g,0 mg,58.58 g
474,"Endive, raw",100 g,17,0.2 g,3.35 g,3.1 g,0.25 g,0 g,0 g,0.20 g,1.41 g,0 mg,93.79 g
475,Tofu yogurt,100 g,94,1.8 g,15.96 g,0.2 g,1.24 g,0 g,0 g,1.80 g,1.24 g,0 mg,77.50 g
476,"Celery, raw",100 g,16,0.2 g,2.97 g,1.6 g,1.34 g,0.40 g,0  g,0.17 g,0.75 g,0 mg,95.43 g
477,"Bagels, egg",100 g,278,2.1 g,53.00 g,2.3 g,0 g,0 g,0 g,2.10 g,1.60 g,0 mg,32.70 g
478,"Bulgur, dry",100 g,342,1.3 g,75.87 g,12.5 g,0.41 g,0 g,0 g,1.33 g,1.51 g,0 mg,9.00 g
479,"Feijoa, raw",100 g,61,0.4 g,15.21 g,6.4 g,8.20 g,2.32 g,0  g,0.42 g,0.38 g,0 mg,83.28 g
480,"Millet, raw",100 g,378,4.2 g,72.85 g,8.5 g,0 g,0 g,0 g,4.22 g,3.25 g,0 mg,8.67 g
481,"Ham, minced",100 g,263,21 g,1.84 g,0 g,0 g,0 g,0 g,20.68 g,3.85 g,0 mg,57.35 g
482,"Oil, almond",100 g,884,100 g,0.00 g,0 g,0 g,0 g,0 g,100.00 g,0.00 g,0 mg,0.00 g
483,"Oil, walnut",100 g,884,100 g,0.00 g,0 g,0 g,0 g,0 g,100.00 g,0.00 g,0 mg,0.00 g
484,"Jujube, raw",100 g,79,0.2 g,20.23 g,0 g,0 g,0 g,0 g,0.20 g,0.51 g,0 mg,77.86 g
485,"Oil, canola",100 g,884,100 g,0.00 g,0 g,0 g,0 g,0 g,100.00 g,0.00 g,0 mg,0.00 g
486,"Syrup, Cane",100 g,269,0 g,73.14 g,0 g,73.20 g,0 g,0 g,0.00 g,0.86 g,0 mg,26.00 g
487,"Onions, raw",100 g,40,0.1 g,9.34 g,1.7 g,4.24 g,1.97 g,0  g,0.10 g,0.35 g,0 mg,89.11 g
488,Clif Z bar,100 g,409,9.7 g,74.72 g,8.3 g,30.56 g,0 g,0 g,9.72 g,2.26 g,1.00 mg,7.74 g
489,Fish broth,100 g,16,0.6 g,0.40 g,0 g,0.09 g,0 g,0 g,0.60 g,0.97 g,0 mg,96.00 g
490,"Fat, goose",100 g,900,100 g,0.00 g,0 g,0 g,0 g,0 g,99.80 g,0.00 g,0 mg,0.20 g
491,"Bread, rye",100 g,259,3.3 g,48.30 g,5.8 g,3.85 g,0 g,0 g,3.30 g,2.50 g,0 mg,37.30 g
492,"Eppaw, raw",100 g,150,1.8 g,31.68 g,0 g,0 g,0 g,0 g,1.80 g,1.92 g,0 mg,60.00 g
493,"Limes, raw",100 g,30,0.2 g,10.54 g,2.8 g,1.69 g,0 g,0 g,0.20 g,0.30 g,0 mg,88.26 g
494,"Pie, peach",100 g,224,10 g,32.90 g,0.8 g,16.23 g,0 g,0 g,10.00 g,0.80 g,0 mg,54.40 g
495,"Pears, raw",100 g,57,0.1 g,15.23 g,3.1 g,9.75 g,2.60 g,0  g,0.14 g,0.32 g,0 mg,83.96 g
